run,train_accuracy,val_accuracy,test_accuracy,epochs_trained,final_loss
0,0.4320175349712372,0.24958881735801697,0.253947377204895,131,1.4114775657653809
1,0.4427083432674408,0.2627467215061188,0.25789475440979004,141,1.3969037532806396
2,0.44353070855140686,0.2619243562221527,0.25131580233573914,131,1.4049723148345947
3,0.4399670958518982,0.2549342215061188,0.24934211373329163,131,1.4013177156448364
4,0.46655702590942383,0.2578125,0.24276316165924072,171,1.3700921535491943
5,0.4481907784938812,0.26233553886413574,0.25,141,1.3888263702392578
6,0.4495614171028137,0.25986841320991516,0.24605263769626617,141,1.3927863836288452
7,0.45778509974479675,0.2627467215061188,0.25263160467147827,151,1.3851394653320312
8,0.4673793911933899,0.27302631735801697,0.24605263769626617,200,1.3766810894012451
9,0.43941885232925415,0.26398026943206787,0.24407896399497986,131,1.4040491580963135
10,0.4207785129547119,0.25452303886413574,0.25263160467147827,111,1.4258062839508057
11,0.44709429144859314,0.26233553886413574,0.25328949093818665,141,1.395484209060669
12,0.4495614171028137,0.25986841320991516,0.2585526406764984,141,1.395914077758789
13,0.44736841320991516,0.2615131735801697,0.2546052634716034,141,1.4060934782028198
14,0.4756030738353729,0.26521381735801697,0.24671053886413574,200,1.3671109676361084
15,0.421875,0.2524670958518982,0.25986844301223755,131,1.4295331239700317
16,0.43832236528396606,0.25986841320991516,0.25789475440979004,121,1.4145832061767578
17,0.46408993005752563,0.25986841320991516,0.24736842513084412,191,1.3811407089233398
18,0.453125,0.25986841320991516,0.2519736886024475,161,1.394167423248291
19,0.44051533937454224,0.26233553886413574,0.24276316165924072,131,1.400237798690796
20,0.44846493005752563,0.2619243562221527,0.24868422746658325,200,1.3964781761169434
21,0.4638157784938812,0.265625,0.24473685026168823,161,1.3717812299728394
22,0.44736841320991516,0.2565789520740509,0.24802632629871368,131,1.395050048828125
23,0.4479166567325592,0.25616776943206787,0.23815789818763733,141,1.395011067390442
24,0.47039473056793213,0.25945723056793213,0.24934211373329163,181,1.3766849040985107
25,0.4336622953414917,0.2643914520740509,0.25131580233573914,121,1.4136637449264526
26,0.4621710479259491,0.2627467215061188,0.24276316165924072,171,1.3776092529296875
27,0.46436405181884766,0.25986841320991516,0.25526317954063416,200,1.3723360300064087
28,0.44572368264198303,0.26233553886413574,0.25328949093818665,131,1.40243399143219
29,0.4268092215061188,0.26110196113586426,0.253947377204895,111,1.4198793172836304
30,0.43695175647735596,0.26398026943206787,0.24802632629871368,121,1.4094524383544922
31,0.4739583432674408,0.26603618264198303,0.24934211373329163,200,1.3577418327331543
32,0.4468201696872711,0.25863486528396606,0.24934211373329163,121,1.401965618133545
33,0.45148026943206787,0.2615131735801697,0.24868422746658325,141,1.3878633975982666
