run,train_accuracy,val_accuracy,test_accuracy,epochs_trained,final_loss
0,0.8620689511299133,0.8096118569374084,0.8232044577598572,500,0.8521719574928284
1,0.8713054060935974,0.8207024335861206,0.8287292718887329,500,0.8438706994056702
2,0.8466748595237732,0.8133087158203125,0.8250460624694824,500,0.8801798820495605
3,0.8700738549232483,0.8391867280006409,0.8287292718887329,500,0.8404744863510132
4,0.8516009449958801,0.8133087158203125,0.8103131055831909,500,0.8727099299430847
5,0.8799260854721069,0.846580445766449,0.8250460624694824,500,0.8213322162628174
6,0.8602216839790344,0.8096118569374084,0.8195211887359619,500,0.8161419034004211
7,0.8602216839790344,0.8428835868835449,0.8453038930892944,500,0.8863546252250671
8,0.8294335007667542,0.7911275625228882,0.8029466271400452,500,0.913289487361908
9,0.8448275923728943,0.8207024335861206,0.7974217534065247,500,0.9263664484024048
10,0.8577585816383362,0.8317930102348328,0.8158379793167114,500,0.8771539926528931
11,0.8460590839385986,0.7892791032791138,0.7955801486968994,500,0.8498981595039368
12,0.8737684488296509,0.8114602565765381,0.8379374146461487,500,0.7570299506187439
13,0.8417487740516663,0.7948244214057922,0.8047882318496704,500,0.9177073240280151
14,0.8737684488296509,0.8428835868835449,0.8268876671791077,500,0.8915711045265198
15,0.8657635450363159,0.8262476921081543,0.8379374146461487,500,0.8720231652259827
16,0.868842363357544,0.8299445509910583,0.8158379793167114,500,0.8518192768096924
17,0.8737684488296509,0.8207024335861206,0.8011049628257751,500,0.8101555109024048
18,0.8602216839790344,0.8059149980545044,0.8158379793167114,500,0.8476409316062927
19,0.8516009449958801,0.8096118569374084,0.8066298365592957,500,0.8591986298561096
20,0.8454433083534241,0.7966728210449219,0.7882136702537537,500,0.8893141150474548
21,0.8817734122276306,0.8207024335861206,0.8324125409126282,500,0.8066759705543518
22,0.8571428656578064,0.7966728210449219,0.8268876671791077,500,0.8255583643913269
23,0.8756157755851746,0.8262476921081543,0.8158379793167114,500,0.8835899233818054
24,0.8177340030670166,0.7892791032791138,0.7587476968765259,500,0.9740768074989319
25,0.8306649923324585,0.7837338447570801,0.7900552749633789,500,0.8761510848999023
26,0.8608373999595642,0.8207024335861206,0.8139963150024414,500,0.8907386660575867
27,0.8411329984664917,0.7948244214057922,0.7753223180770874,500,0.9207391142845154
28,0.8651477694511414,0.8336414098739624,0.8434622883796692,500,0.8136420249938965
29,0.833128035068512,0.780036985874176,0.8158379793167114,500,0.9010918736457825
30,0.8669950366020203,0.8558225631713867,0.8545119762420654,500,0.8427133560180664
31,0.8866994976997375,0.8447319865226746,0.8268876671791077,500,0.8989154100418091
32,0.8466748595237732,0.7744916677474976,0.8084714412689209,500,0.865659236907959
33,0.8158866763114929,0.7874307036399841,0.8139963150024414,500,0.9211560487747192
34,0.8774630427360535,0.846580445766449,0.8268876671791077,500,0.797993004322052
35,0.8528324961662292,0.8317930102348328,0.8379374146461487,500,0.8905032873153687
36,0.8682265877723694,0.8133087158203125,0.8600368499755859,500,0.8700319528579712
37,0.8756157755851746,0.8539741039276123,0.8453038930892944,500,0.7965517640113831
38,0.8756157755851746,0.8410351276397705,0.8397790193557739,500,0.8522437810897827
39,0.8682265877723694,0.8225508332252502,0.8268876671791077,500,0.8603320717811584
40,0.881157636642456,0.8317930102348328,0.8342541456222534,500,0.7554301023483276
41,0.881157636642456,0.8188539743423462,0.8471454977989197,500,0.7987802624702454
42,0.8442118167877197,0.8207024335861206,0.8029466271400452,500,0.8669226169586182
43,0.8349753618240356,0.80406653881073,0.8066298365592957,500,0.8485725522041321
44,0.8633005023002625,0.8391867280006409,0.8011049628257751,500,0.8805582523345947
45,0.8762314915657043,0.8373382687568665,0.8324125409126282,500,0.9059689044952393
46,0.8522167205810547,0.8410351276397705,0.7900552749633789,500,0.8668966889381409
47,0.8737684488296509,0.8354898691177368,0.8250460624694824,500,0.8394230604171753
48,0.8596059083938599,0.8317930102348328,0.8121547102928162,500,0.8231708407402039
49,0.8756157755851746,0.8613678216934204,0.8434622883796692,500,0.8807181119918823
50,0.8633005023002625,0.8280961513519287,0.8545119762420654,500,0.905565083026886
51,0.8854679465293884,0.8428835868835449,0.8342541456222534,500,0.8284816145896912
52,0.8577585816383362,0.7948244214057922,0.7955801486968994,500,0.878593385219574
53,0.8639162182807922,0.8022181391716003,0.8305709362030029,500,0.8129147887229919
54,0.8786945939064026,0.807763397693634,0.8453038930892944,500,0.8061630725860596
55,0.8583743572235107,0.8280961513519287,0.8011049628257751,500,0.8616011142730713
56,0.8817734122276306,0.8391867280006409,0.8416206240653992,500,0.8320634961128235
57,0.8602216839790344,0.8391867280006409,0.8139963150024414,500,0.8222478628158569
58,0.8596059083938599,0.8317930102348328,0.8287292718887329,500,0.8357935547828674
59,0.8411329984664917,0.7874307036399841,0.8047882318496704,500,0.9214358925819397
60,0.842364490032196,0.8170055747032166,0.7845304012298584,500,0.8909116983413696
61,0.8799260854721069,0.8650646805763245,0.8195211887359619,500,0.8190170526504517
62,0.8651477694511414,0.7966728210449219,0.8084714412689209,500,0.8607475161552429
63,0.8651477694511414,0.8299445509910583,0.7955801486968994,500,0.8123233318328857
64,0.8552955389022827,0.8576709628105164,0.8545119762420654,500,0.9265605211257935
65,0.8491379022598267,0.8188539743423462,0.8195211887359619,500,0.9559548497200012
66,0.8663793206214905,0.846580445766449,0.8766114115715027,500,0.8540318608283997
67,0.8793103098869324,0.8170055747032166,0.7918968796730042,500,0.8245182037353516
68,0.8756157755851746,0.8280961513519287,0.8581952452659607,500,0.8169435262680054
69,0.8706896305084229,0.8225508332252502,0.8324125409126282,500,0.7997522950172424
70,0.8559113144874573,0.8243992924690247,0.8084714412689209,500,0.8826143741607666
71,0.8411329984664917,0.7818853855133057,0.8066298365592957,500,0.895839273929596
72,0.8713054060935974,0.8114602565765381,0.8324125409126282,500,0.847765326499939
73,0.8645319938659668,0.8133087158203125,0.8195211887359619,500,0.8668883442878723
74,0.8417487740516663,0.80406653881073,0.7863720059394836,500,0.9131039977073669
75,0.8343595862388611,0.780036985874176,0.8029466271400452,500,0.9847056865692139
76,0.8509852290153503,0.8317930102348328,0.8287292718887329,500,0.8681939840316772
77,0.8682265877723694,0.8354898691177368,0.8213627934455872,500,0.8363441228866577
78,0.8460590839385986,0.8188539743423462,0.8176795840263367,500,0.8847987055778503
79,0.8091132640838623,0.7634010910987854,0.7790055274963379,500,0.9210585951805115
80,0.8676108121871948,0.8447319865226746,0.8489871025085449,500,0.8167269229888916
81,0.8602216839790344,0.8317930102348328,0.8397790193557739,500,0.9036551117897034
82,0.8448275923728943,0.7818853855133057,0.7955801486968994,500,0.8700648546218872
83,0.8848522305488586,0.8317930102348328,0.8471454977989197,500,0.7621111869812012
84,0.8866994976997375,0.846580445766449,0.8195211887359619,500,0.7922362685203552
85,0.8626847267150879,0.8521257042884827,0.8305709362030029,500,0.8577906489372253
86,0.8793103098869324,0.8243992924690247,0.8121547102928162,500,0.8007907271385193
87,0.8713054060935974,0.8336414098739624,0.8379374146461487,500,0.8465103507041931
88,0.8651477694511414,0.8354898691177368,0.8195211887359619,500,0.8638525009155273
89,0.8417487740516663,0.7818853855133057,0.7495396137237549,500,0.9263909459114075
90,0.8626847267150879,0.8096118569374084,0.8103131055831909,500,0.8895611763000488
91,0.842364490032196,0.7818853855133057,0.7661141753196716,500,0.8551282286643982
92,0.8546797633171082,0.7929759621620178,0.8121547102928162,500,0.8147172331809998
93,0.828201949596405,0.7781885266304016,0.7863720059394836,500,0.9716379642486572
94,0.8355911374092102,0.8059149980545044,0.8324125409126282,500,0.8739076256752014
95,0.7961822748184204,0.7966728210449219,0.7734806537628174,500,1.0797486305236816
96,0.8312807679176331,0.7652495503425598,0.8103131055831909,500,0.9653622508049011
97,0.8516009449958801,0.7541589736938477,0.8158379793167114,500,0.8253102898597717
98,0.8725369572639465,0.80406653881073,0.8011049628257751,500,0.7978332042694092
99,0.83620685338974,0.80406653881073,0.7992633581161499,500,0.9534986615180969
