run,train_accuracy,val_accuracy,test_accuracy,epochs_trained,final_loss
0,0.39298245310783386,0.24868422746658325,0.25131580233573914,500,1.44625985622406
1,0.3881579041481018,0.25131580233573914,0.2407894879579544,500,1.4489902257919312
2,0.3973684310913086,0.25065791606903076,0.22434210777282715,500,1.4405872821807861
3,0.39100879430770874,0.2388157993555069,0.2638157904148102,500,1.4497815370559692
4,0.394298255443573,0.2565789520740509,0.24144737422466278,500,1.4467066526412964
5,0.3831140398979187,0.24407896399497986,0.2611842155456543,500,1.4538835287094116
6,0.39298245310783386,0.23750001192092896,0.253947377204895,500,1.4453479051589966
7,0.39495614171028137,0.2684210538864136,0.24934211373329163,500,1.4535706043243408
8,0.39298245310783386,0.24013158679008484,0.2342105358839035,500,1.4537180662155151
9,0.3850877285003662,0.2717105448246002,0.23750001192092896,500,1.4529168605804443
10,0.37214913964271545,0.25526317954063416,0.24868422746658325,500,1.4573959112167358
11,0.3923245668411255,0.2453947514295578,0.2671052813529968,500,1.4523365497589111
12,0.38092106580734253,0.25328949093818665,0.23552632331848145,500,1.4463229179382324
13,0.3934210538864136,0.23486843705177307,0.2519736886024475,500,1.450984001159668
14,0.39714914560317993,0.2651315927505493,0.24210527539253235,500,1.4482858180999756
15,0.3824561536312103,0.25592106580734253,0.24144737422466278,500,1.4537252187728882
16,0.3842105269432068,0.24473685026168823,0.2388157993555069,500,1.4560822248458862
17,0.3932017683982849,0.24736842513084412,0.2611842155456543,500,1.4490675926208496
18,0.38135966658592224,0.2638157904148102,0.2230263203382492,500,1.4507420063018799
19,0.38135966658592224,0.23157896101474762,0.2592105269432068,500,1.448306918144226
20,0.39605262875556946,0.24473685026168823,0.26907896995544434,500,1.4497750997543335
21,0.39758771657943726,0.2565789520740509,0.2164473831653595,500,1.4510610103607178
22,0.3885965049266815,0.2519736886024475,0.25789475440979004,500,1.4504659175872803
23,0.3719298243522644,0.24473685026168823,0.26907896995544434,500,1.4592832326889038
24,0.386622816324234,0.2296052724123001,0.24802632629871368,500,1.4491947889328003
25,0.3916666805744171,0.25526317954063416,0.2407894879579544,500,1.4493061304092407
26,0.3892543911933899,0.22500000894069672,0.25526317954063416,500,1.4495978355407715
27,0.390350878238678,0.24210527539253235,0.25065791606903076,500,1.4450483322143555
28,0.38596493005752563,0.24407896399497986,0.25131580233573914,500,1.4504839181900024
29,0.38903510570526123,0.25263160467147827,0.25065791606903076,500,1.4485604763031006
30,0.3835526406764984,0.26250001788139343,0.25328949093818665,500,1.4520765542984009
31,0.38442984223365784,0.24276316165924072,0.23750001192092896,500,1.4479600191116333
32,0.38640353083610535,0.24276316165924072,0.2657894790172577,500,1.4523873329162598
33,0.39868423342704773,0.2453947514295578,0.2453947514295578,500,1.4469321966171265
34,0.38596493005752563,0.2677631676197052,0.2546052634716034,500,1.4566771984100342
