node_idx,correct_mean,correct_std,correct_count,probability_mean,probability_std,is_train_first,is_val_first,is_test_first
0,0.55,0.5,100,0.34,0.0328,True,False,False
1,0.61,0.4902,100,0.2385,0.0036,True,False,False
2,0.68,0.4688,100,0.2435,0.0105,False,False,True
3,0.46,0.5009,100,0.4077,0.0764,True,False,False
4,0.0,0.0,100,0.2562,0.0155,False,True,False
5,0.21,0.4094,100,0.2438,0.0094,True,False,False
6,0.61,0.4902,100,0.2773,0.021,True,False,False
7,0.42,0.496,100,0.3203,0.053,False,True,False
8,0.0,0.0,100,0.2389,0.0041,False,False,True
9,0.04,0.1969,100,0.2782,0.0235,True,False,False
10,0.01,0.1,100,0.2644,0.0184,False,True,False
11,0.34,0.4761,100,0.2754,0.0285,False,False,True
12,0.0,0.0,100,0.2389,0.0041,False,True,False
13,0.0,0.0,100,0.3059,0.0392,False,True,False
14,0.2,0.402,100,0.3107,0.0415,False,True,False
15,0.09,0.2876,100,0.2671,0.0158,True,False,False
16,0.99,0.1,100,0.2904,0.019,True,False,False
17,0.59,0.4943,100,0.2424,0.0119,True,False,False
18,0.26,0.4408,100,0.2389,0.0041,True,False,False
19,0.39,0.4902,100,0.2385,0.0036,True,False,False
20,0.12,0.3266,100,0.2381,0.0046,False,True,False
21,0.0,0.0,100,0.247,0.007,True,False,False
22,0.58,0.496,100,0.2538,0.0176,True,False,False
23,0.8,0.402,100,0.3334,0.0601,False,True,False
24,1.0,0.0,100,0.6841,0.0853,True,False,False
25,0.39,0.4902,100,0.2385,0.0036,False,False,True
26,0.68,0.4688,100,0.2741,0.0198,True,False,False
27,0.0,0.0,100,0.2508,0.0103,False,False,True
28,0.9,0.3015,100,0.335,0.0516,True,False,False
29,0.16,0.3685,100,0.2851,0.0207,True,False,False
30,0.32,0.4688,100,0.2599,0.0163,True,False,False
31,0.06,0.2387,100,0.2456,0.0097,True,False,False
32,0.49,0.5024,100,0.2777,0.0239,False,True,False
33,0.0,0.0,100,0.2397,0.0071,True,False,False
34,0.75,0.4352,100,0.2603,0.02,True,False,False
35,0.61,0.4902,100,0.2385,0.0036,True,False,False
36,0.0,0.0,100,0.2611,0.0131,True,False,False
37,0.91,0.2876,100,0.2985,0.0287,True,False,False
38,0.02,0.1407,100,0.2714,0.0229,False,True,False
39,0.13,0.338,100,0.2413,0.006,False,True,False
40,0.77,0.423,100,0.2578,0.0102,True,False,False
41,0.26,0.4408,100,0.2389,0.0041,True,False,False
42,0.74,0.4408,100,0.2389,0.0041,True,False,False
43,0.04,0.1969,100,0.2408,0.0078,True,False,False
44,0.63,0.4852,100,0.3961,0.0628,False,True,False
45,0.0,0.0,100,0.3234,0.0335,False,True,False
46,0.0,0.0,100,0.2612,0.0158,False,False,True
47,0.62,0.4878,100,0.2527,0.0157,False,False,True
48,0.55,0.5,100,0.2489,0.0121,True,False,False
49,0.08,0.2727,100,0.2588,0.0162,False,True,False
50,0.26,0.4408,100,0.2389,0.0041,True,False,False
51,0.0,0.0,100,0.2498,0.0128,False,False,True
52,0.0,0.0,100,0.3076,0.0234,False,True,False
53,0.41,0.4943,100,0.3816,0.0746,True,False,False
54,0.04,0.1969,100,0.2956,0.0421,True,False,False
55,0.37,0.4852,100,0.2893,0.0375,True,False,False
56,0.6,0.4924,100,0.2584,0.0212,False,True,False
57,0.48,0.5021,100,0.36,0.0618,False,False,True
58,0.22,0.4163,100,0.2536,0.0139,True,False,False
59,0.59,0.4943,100,0.2631,0.0119,True,False,False
60,0.11,0.3145,100,0.2546,0.0209,True,False,False
61,0.61,0.4902,100,0.2385,0.0036,True,False,False
62,0.24,0.4292,100,0.3237,0.0384,True,False,False
63,0.01,0.1,100,0.2905,0.0292,False,True,False
64,0.95,0.219,100,0.3452,0.0524,True,False,False
65,0.64,0.4824,100,0.2664,0.0174,True,False,False
66,0.25,0.4352,100,0.2649,0.018,True,False,False
67,0.07,0.2564,100,0.3683,0.0823,True,False,False
68,0.74,0.4408,100,0.2389,0.0041,True,False,False
69,0.91,0.2876,100,0.2585,0.0138,True,False,False
70,0.06,0.2387,100,0.3262,0.0528,False,False,True
71,0.26,0.4408,100,0.2389,0.0041,True,False,False
72,0.75,0.4352,100,0.3826,0.0623,True,False,False
73,0.26,0.4408,100,0.3308,0.0333,False,True,False
74,0.61,0.4902,100,0.2695,0.0213,True,False,False
