node_idx,correct_mean,correct_std,correct_count,probability_mean,probability_std,is_train_first,is_val_first,is_test_first
0,1.0,0.0,100,0.9412,0.0153,False,True,False
1,1.0,0.0,100,0.6066,0.0566,True,False,False
2,0.31,0.4648,100,0.5078,0.0459,True,False,False
3,0.88,0.3266,100,0.3649,0.0621,False,True,False
4,1.0,0.0,100,0.6069,0.0593,True,False,False
5,1.0,0.0,100,0.4825,0.0645,True,False,False
6,1.0,0.0,100,0.4395,0.0355,False,False,True
7,1.0,0.0,100,0.5805,0.1129,True,False,False
8,1.0,0.0,100,0.8494,0.0245,True,False,False
9,1.0,0.0,100,0.7201,0.0657,True,False,False
10,0.73,0.4462,100,0.345,0.0432,True,False,False
11,0.82,0.3861,100,0.2756,0.0193,False,True,False
12,1.0,0.0,100,0.9942,0.0056,True,False,False
13,1.0,0.0,100,0.6992,0.0243,False,True,False
14,1.0,0.0,100,0.69,0.0301,False,False,True
15,1.0,0.0,100,0.732,0.033,True,False,False
16,1.0,0.0,100,0.8983,0.0268,True,False,False
17,1.0,0.0,100,0.8474,0.0252,True,False,False
18,0.99,0.1,100,0.5635,0.0952,True,False,False
19,1.0,0.0,100,0.4167,0.0581,False,False,True
20,1.0,0.0,100,0.4739,0.0529,True,False,False
21,0.78,0.4163,100,0.2987,0.0437,True,False,False
22,1.0,0.0,100,0.8225,0.0308,True,False,False
23,0.0,0.0,100,0.3693,0.0667,True,False,False
24,1.0,0.0,100,0.9521,0.0146,True,False,False
25,1.0,0.0,100,0.6701,0.0346,False,True,False
26,0.77,0.423,100,0.2706,0.0544,False,False,True
27,1.0,0.0,100,0.7184,0.048,False,False,True
28,1.0,0.0,100,0.6081,0.042,True,False,False
29,1.0,0.0,100,0.729,0.048,True,False,False
30,1.0,0.0,100,0.5191,0.0526,True,False,False
31,0.42,0.496,100,0.2574,0.0395,False,False,True
32,1.0,0.0,100,0.2791,0.0292,False,False,True
33,1.0,0.0,100,0.6873,0.0493,True,False,False
34,1.0,0.0,100,0.536,0.0359,False,True,False
35,1.0,0.0,100,0.3035,0.0231,True,False,False
36,0.99,0.1,100,0.4541,0.0729,True,False,False
37,1.0,0.0,100,0.4625,0.0622,False,True,False
38,0.03,0.1714,100,0.4294,0.0344,False,False,True
39,1.0,0.0,100,0.8917,0.0284,True,False,False
40,1.0,0.0,100,0.701,0.0382,True,False,False
41,0.21,0.4094,100,0.2682,0.0203,False,False,True
42,0.86,0.3487,100,0.3434,0.0665,False,True,False
43,1.0,0.0,100,0.7866,0.0393,False,True,False
44,1.0,0.0,100,0.9369,0.0237,True,False,False
45,1.0,0.0,100,0.7925,0.0297,True,False,False
46,1.0,0.0,100,0.9947,0.0044,True,False,False
47,1.0,0.0,100,0.7839,0.0728,True,False,False
48,1.0,0.0,100,0.8075,0.0396,True,False,False
49,0.0,0.0,100,0.6225,0.0301,False,True,False
50,1.0,0.0,100,0.4215,0.0378,False,False,True
51,1.0,0.0,100,0.8335,0.0344,False,True,False
52,1.0,0.0,100,0.6587,0.0577,True,False,False
53,1.0,0.0,100,0.7594,0.0308,False,False,True
