run,train_accuracy,val_accuracy,test_accuracy,epochs_trained,final_loss
0,0.31896552443504333,0.2846580445766449,0.2891344428062439,200,1.6961798667907715
1,0.30972906947135925,0.30868762731552124,0.3001841604709625,200,1.7103482484817505
2,0.314039409160614,0.3049907684326172,0.27808472514152527,200,1.70710027217865
3,0.30972906947135925,0.292051762342453,0.3093922734260559,200,1.7031289339065552
4,0.310960590839386,0.31608134508132935,0.29097607731819153,200,1.6986589431762695
5,0.2980295419692993,0.32347506284713745,0.31675875186920166,200,1.7203013896942139
6,0.31711822748184204,0.28280961513519287,0.2928176820278168,200,1.7018684148788452
7,0.3023398816585541,0.3271719217300415,0.2983425557613373,200,1.7152692079544067
8,0.30480295419692993,0.3253234922885895,0.29650092124938965,200,1.708189606666565
9,0.2967980206012726,0.3271719217300415,0.3130755126476288,200,1.7226251363754272
10,0.314039409160614,0.28280961513519287,0.30570903420448303,200,1.7074503898620605
11,0.3165024518966675,0.28280961513519287,0.3075506389141083,200,1.6934020519256592
12,0.3165024518966675,0.26802217960357666,0.3130755126476288,200,1.7009357213974
13,0.310960590839386,0.30129390954971313,0.30570903420448303,200,1.6983128786087036
14,0.30110836029052734,0.2975970506668091,0.3333333432674408,200,1.7129263877868652
15,0.2931034564971924,0.32902035117149353,0.33149170875549316,200,1.7250837087631226
16,0.3091132938861847,0.3216266334056854,0.2891344428062439,200,1.706250548362732
17,0.30110836029052734,0.3327171802520752,0.3001841604709625,200,1.711315631866455
18,0.32019704580307007,0.29390019178390503,0.2707182466983795,200,1.6928060054779053
19,0.3165024518966675,0.27541589736938477,0.30202579498291016,200,1.7046228647232056
20,0.30049261450767517,0.31792977452278137,0.3149171471595764,200,1.712607979774475
21,0.30480295419692993,0.32347506284713745,0.29097607731819153,200,1.7110244035720825
22,0.3072659969329834,0.30314233899116516,0.3093922734260559,200,1.7064208984375
23,0.31157633662223816,0.3197782039642334,0.27255985140800476,200,1.703593134880066
24,0.30972906947135925,0.290203332901001,0.3130755126476288,200,1.7048546075820923
25,0.310960590839386,0.30868762731552124,0.2946593165397644,200,1.709511637687683
26,0.3017241358757019,0.3216266334056854,0.3130755126476288,200,1.7135095596313477
27,0.31896552443504333,0.2865064740180969,0.2836095690727234,200,1.6942439079284668
28,0.3035714328289032,0.30314233899116516,0.3186003863811493,200,1.714303731918335
29,0.31157633662223816,0.2994454801082611,0.2983425557613373,200,1.703057050704956
30,0.2980295419692993,0.31792977452278137,0.3186003863811493,200,1.7204114198684692
31,0.30295565724372864,0.30129390954971313,0.3278084695339203,200,1.7165316343307495
32,0.30295565724372864,0.3216266334056854,0.3075506389141083,200,1.7058939933776855
33,0.3091132938861847,0.28096118569374084,0.31675875186920166,200,1.7119113206863403
34,0.3023398816585541,0.31053605675697327,0.3241252303123474,200,1.7161785364151
35,0.2967980206012726,0.33086878061294556,0.3130755126476288,200,1.7200597524642944
36,0.2943349778652191,0.3475046157836914,0.3130755126476288,200,1.7250266075134277
37,0.30972906947135925,0.2772643268108368,0.32596686482429504,200,1.7085877656936646
38,0.314039409160614,0.28096118569374084,0.3130755126476288,200,1.7121846675872803
39,0.3158867061138153,0.31053605675697327,0.27255985140800476,200,1.7018828392028809
40,0.29556649923324585,0.290203332901001,0.3517495393753052,200,1.7238460779190063
41,0.31342363357543945,0.25878003239631653,0.33517494797706604,200,1.6963750123977661
42,0.3091132938861847,0.31053605675697327,0.3001841604709625,200,1.7097762823104858
43,0.30480295419692993,0.3068391978740692,0.3038673996925354,200,1.7136447429656982
44,0.30972906947135925,0.28835490345954895,0.30570903420448303,200,1.708254098892212
45,0.2986453175544739,0.3253234922885895,0.3130755126476288,200,1.7249681949615479
46,0.3091132938861847,0.30314233899116516,0.2983425557613373,200,1.7094454765319824
47,0.30603447556495667,0.33086878061294556,0.2799263298511505,200,1.7144888639450073
48,0.3091132938861847,0.3142329156398773,0.2836095690727234,200,1.7053297758102417
49,0.29002463817596436,0.30868762731552124,0.3627992570400238,200,1.7285276651382446
50,0.29741379618644714,0.30129390954971313,0.34622469544410706,200,1.7263574600219727
