node_idx,correct_mean,correct_std,correct_count,probability_mean,probability_std,is_train_first,is_val_first,is_test_first
0,1.0,0.0,100,0.8973,0.0346,False,True,False
1,0.94,0.2387,100,0.4853,0.0557,True,False,False
2,0.1,0.3015,100,0.5398,0.0572,True,False,False
3,0.87,0.338,100,0.3084,0.0475,False,True,False
4,1.0,0.0,100,0.5481,0.0502,True,False,False
5,0.99,0.1,100,0.3857,0.058,True,False,False
6,0.99,0.1,100,0.3504,0.0378,False,False,True
7,1.0,0.0,100,0.4995,0.0885,True,False,False
8,1.0,0.0,100,0.7725,0.04,True,False,False
9,1.0,0.0,100,0.6113,0.0747,True,False,False
10,0.89,0.3145,100,0.2954,0.0453,True,False,False
11,0.6,0.4924,100,0.2506,0.0187,False,True,False
12,1.0,0.0,100,0.9636,0.0347,True,False,False
13,1.0,0.0,100,0.5999,0.0392,False,True,False
14,1.0,0.0,100,0.6042,0.0353,False,False,True
15,1.0,0.0,100,0.6384,0.0433,True,False,False
16,1.0,0.0,100,0.7813,0.0602,True,False,False
17,1.0,0.0,100,0.7732,0.0397,True,False,False
18,0.81,0.3943,100,0.3153,0.0847,True,False,False
19,1.0,0.0,100,0.3473,0.042,False,False,True
20,0.98,0.1407,100,0.3707,0.059,True,False,False
21,0.78,0.4163,100,0.255,0.0284,True,False,False
22,1.0,0.0,100,0.7257,0.05,True,False,False
23,0.0,0.0,100,0.3556,0.0513,True,False,False
24,1.0,0.0,100,0.9112,0.0316,True,False,False
25,1.0,0.0,100,0.6059,0.0362,False,True,False
26,0.18,0.3861,100,0.2202,0.0266,False,False,True
27,1.0,0.0,100,0.648,0.0437,False,False,True
28,1.0,0.0,100,0.4797,0.049,True,False,False
29,0.98,0.1407,100,0.5892,0.0571,True,False,False
30,1.0,0.0,100,0.5003,0.0424,True,False,False
31,0.02,0.1407,100,0.228,0.0276,False,False,True
32,0.94,0.2387,100,0.2531,0.0279,False,False,True
33,0.99,0.1,100,0.5757,0.0511,True,False,False
34,1.0,0.0,100,0.4249,0.0415,False,True,False
35,1.0,0.0,100,0.2604,0.021,True,False,False
36,0.7,0.4606,100,0.2678,0.0577,True,False,False
37,0.93,0.2564,100,0.3587,0.0649,False,True,False
38,0.0,0.0,100,0.4297,0.0275,False,False,True
39,1.0,0.0,100,0.8083,0.0534,True,False,False
40,1.0,0.0,100,0.6088,0.0414,True,False,False
41,0.02,0.1407,100,0.2542,0.0244,False,False,True
42,0.26,0.4408,100,0.2497,0.0349,False,True,False
43,1.0,0.0,100,0.6623,0.0564,False,True,False
44,1.0,0.0,100,0.8966,0.039,True,False,False
45,1.0,0.0,100,0.7236,0.0385,True,False,False
46,1.0,0.0,100,0.9532,0.0374,True,False,False
47,1.0,0.0,100,0.6157,0.1216,True,False,False
48,1.0,0.0,100,0.7637,0.0497,True,False,False
49,0.0,0.0,100,0.5411,0.035,False,True,False
50,1.0,0.0,100,0.3459,0.0408,False,False,True
51,1.0,0.0,100,0.7709,0.0467,False,True,False
52,1.0,0.0,100,0.527,0.0813,True,False,False
53,1.0,0.0,100,0.6157,0.0515,False,False,True
54,0.0,0.0,100,0.2573,0.0294,False,False,True
55,0.39,0.4902,100,0.3314,0.0337,False,False,True
56,0.13,0.338,100,0.2554,0.0316,True,False,False
57,0.18,0.3861,100,0.24,0.0233,True,False,False
58,0.89,0.3145,100,0.3248,0.0471,True,False,False
59,1.0,0.0,100,0.8592,0.0602,False,False,True
60,0.98,0.1407,100,0.2603,0.0247,True,False,False
61,0.01,0.1,100,0.3757,0.0271,False,True,False
62,1.0,0.0,100,0.2505,0.0277,True,False,False
63,0.95,0.219,100,0.4067,0.0409,True,False,False
64,1.0,0.0,100,0.5136,0.0479,True,False,False
65,0.82,0.3861,100,0.3751,0.0495,True,False,False
66,0.62,0.4878,100,0.4197,0.0955,True,False,False
67,1.0,0.0,100,0.611,0.1092,True,False,False
68,0.99,0.1,100,0.4213,0.0405,False,False,True
69,0.0,0.0,100,0.3215,0.0399,True,False,False
70,1.0,0.0,100,0.3917,0.0542,False,False,True
71,0.33,0.4726,100,0.427,0.047,True,False,False
72,1.0,0.0,100,0.5379,0.0451,True,False,False
73,1.0,0.0,100,0.8214,0.0649,True,False,False
74,1.0,0.0,100,0.4599,0.0661,False,True,False
75,0.97,0.1714,100,0.4103,0.0576,False,True,False
76,0.03,0.1714,100,0.2621,0.0239,False,False,True
77,0.0,0.0,100,0.2882,0.0361,False,True,False
78,0.07,0.2564,100,0.4303,0.038,False,False,True
79,0.0,0.0,100,0.2765,0.0199,False,False,True
80,1.0,0.0,100,0.4689,0.0615,True,False,False
81,1.0,0.0,100,0.4753,0.0685,True,False,False
82,0.99,0.1,100,0.5299,0.0468,False,False,True
83,1.0,0.0,100,0.5545,0.047,False,True,False
84,0.99,0.1,100,0.4167,0.0561,False,True,False
85,0.0,0.0,100,0.2777,0.0284,True,False,False
86,0.0,0.0,100,0.4694,0.0217,False,False,True
87,0.0,0.0,100,0.2447,0.0254,True,False,False
88,0.87,0.338,100,0.5176,0.1177,True,False,False
89,1.0,0.0,100,0.7103,0.0635,True,False,False
90,1.0,0.0,100,0.5407,0.0562,False,False,True
91,0.99,0.1,100,0.5461,0.0421,False,True,False
92,0.26,0.4408,100,0.1992,0.0212,True,False,False
93,0.03,0.1714,100,0.3091,0.0498,True,False,False
